City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
187,udachnyy,RU,2021-08-15 19:21:33,66.4167,112.4,52.23,78,100,3.89,overcast clouds,0.0,0
188,seryshevo,RU,2021-08-15 19:21:33,51.0933,128.3786,60.21,86,2,2.37,clear sky,0.0,0
189,sigli,ID,2021-08-15 19:21:34,5.3848,95.9609,77.74,80,100,4.63,moderate rain,0.0,0
190,antofagasta,CL,2021-08-15 19:21:34,-23.65,-70.4,58.28,71,15,10.63,few clouds,0.0,0
191,nouadhibou,MR,2021-08-15 19:21:34,20.931,-17.0347,75.18,83,15,14.97,few clouds,0.0,0
192,alofi,NU,2021-08-15 19:20:06,-19.0595,-169.9187,71.49,78,99,11.5,light rain,0.0,0
193,makakilo city,US,2021-08-15 19:21:35,21.3469,-158.0858,82.72,56,1,5.75,clear sky,0.0,0
194,haines junction,CA,2021-08-15 19:21:35,60.7522,-137.5108,53.55,66,100,9.22,overcast clouds,0.0,0
195,aswan,EG,2021-08-15 19:17:40,24.0934,32.907,93.34,14,0,10.63,clear sky,0.0,0
196,am timan,TD,2021-08-15 19:21:36,11.0297,20.2827,77.02,82,97,1.34,overcast clouds,0.0,0
197,kyra,RU,2021-08-15 19:21:36,49.5776,111.9753,55.45,91,53,0.38,broken clouds,0.0,0
198,lalmohan,BD,2021-08-15 19:21:36,22.3384,90.7419,82.99,84,100,12.33,heavy intensity rain,0.0,0
199,saquarema,BR,2021-08-15 19:21:37,-22.92,-42.5103,73.42,75,32,14.94,scattered clouds,0.0,0
200,tautira,PF,2021-08-15 19:21:37,-17.7333,-149.15,80.62,78,15,8.97,few clouds,0.0,0
201,narsaq,GL,2021-08-15 19:21:37,60.9167,-46.05,61.02,89,91,4.5,overcast clouds,0.0,0
202,poum,NC,2021-08-15 19:21:18,-20.2333,164.0167,70.05,66,98,17.36,overcast clouds,0.0,0
203,parainen,FI,2021-08-15 19:21:38,60.3067,22.301,59.45,80,69,19.6,broken clouds,0.0,0
204,santa marta,CO,2021-08-15 19:21:38,11.2408,-74.199,80.98,82,100,1.57,overcast clouds,0.0,0
205,atambua,ID,2021-08-15 19:21:38,-9.1061,124.8925,70.23,88,19,5.21,few clouds,0.0,0
206,new norfolk,AU,2021-08-15 19:21:39,-42.7826,147.0587,40.91,82,100,8.32,light rain,0.0,0
207,haian,CN,2021-08-15 19:21:39,32.5436,120.45,75.99,94,100,5.57,overcast clouds,0.0,0
208,port hedland,AU,2021-08-15 19:21:39,-20.3167,118.5667,68.05,42,7,6.91,clear sky,0.0,0
209,gat,IL,2021-08-15 19:17:04,31.61,34.7642,83.08,100,0,5.82,clear sky,0.0,0
210,filingue,NE,2021-08-15 19:21:40,14.3521,3.3168,92.5,42,100,4.56,overcast clouds,0.0,0
211,yuanping,CN,2021-08-15 19:21:40,38.7153,112.7575,62.83,92,1,0.78,clear sky,0.0,0
212,norman wells,CA,2021-08-15 19:21:40,65.282,-126.8329,53.64,94,90,2.3,light rain,0.0,0
213,alice springs,AU,2021-08-15 19:21:41,-23.7,133.8833,42.35,45,0,3.44,clear sky,0.0,0
214,mayumba,GA,2021-08-15 19:21:41,-3.432,10.6554,73.9,91,67,9.01,broken clouds,0.0,0
215,severo-kurilsk,RU,2021-08-15 19:21:41,50.6789,156.125,54.05,92,32,12.48,scattered clouds,0.0,0
216,luderitz,NA,2021-08-15 19:21:42,-26.6481,15.1594,56.91,73,1,6.33,clear sky,0.0,0
217,assens,DK,2021-08-15 19:21:42,55.2702,9.9008,66.09,87,82,4.81,broken clouds,0.0,0
218,yar-sale,RU,2021-08-15 19:21:42,66.8333,70.8333,52.66,76,100,19.6,overcast clouds,0.0,0
219,beringovskiy,RU,2021-08-15 19:21:43,63.05,179.3167,45.82,95,100,10.36,light rain,0.0,0
220,dicabisagan,PH,2021-08-15 19:21:43,17.0818,122.4157,77.25,87,97,3.36,heavy intensity rain,0.0,0
221,siocon,PH,2021-08-15 19:21:44,7.7061,122.1353,77.9,85,100,2.55,overcast clouds,0.0,0
222,oistins,BB,2021-08-15 19:21:44,13.0667,-59.5333,87.89,70,75,14.97,broken clouds,0.0,0
223,iralaya,HN,2021-08-15 19:21:44,15.0,-83.2333,89.69,62,7,7.47,clear sky,0.0,0
224,lebu,CL,2021-08-15 19:21:45,-37.6167,-73.65,50.13,91,100,22.95,overcast clouds,0.0,0
225,faanui,PF,2021-08-15 19:21:45,-16.4833,-151.75,78.85,73,16,13.04,few clouds,0.0,0
226,petropavlovsk-kamchatskiy,RU,2021-08-15 19:21:45,53.0452,158.6483,46.99,100,20,6.71,fog,0.0,0
227,cairns,AU,2021-08-15 19:21:46,-16.9167,145.7667,69.75,89,40,10.36,scattered clouds,0.0,0
228,kampot,KH,2021-08-15 19:21:46,10.6167,104.1833,77.05,82,84,3.13,light rain,0.0,0
229,torbay,CA,2021-08-15 19:21:46,47.6666,-52.7314,81.37,69,40,16.11,scattered clouds,0.0,0
230,jingdezhen,CN,2021-08-15 19:21:46,29.2947,117.2079,75.4,98,100,0.78,light rain,0.0,0
231,hasaki,JP,2021-08-15 19:21:47,35.7333,140.8333,68.4,83,100,14.56,overcast clouds,0.0,0
232,ternate,ID,2021-08-15 19:21:47,0.8,127.4,79.3,80,34,2.53,scattered clouds,0.0,0
233,aguimes,ES,2021-08-15 19:21:47,27.9054,-15.4461,83.03,45,0,20.71,clear sky,0.0,0
234,shimoda,JP,2021-08-15 19:21:48,34.6667,138.95,71.69,93,100,14.47,light rain,0.0,0
235,praya,CV,2021-08-15 19:21:48,14.9215,-23.5087,82.94,69,75,17.27,broken clouds,0.0,0
236,sao joao da barra,BR,2021-08-15 19:21:48,-21.6403,-41.0511,73.49,75,87,10.02,overcast clouds,0.0,0
237,maldonado,UY,2021-08-15 19:21:49,-34.6667,-54.9167,49.39,83,94,6.51,overcast clouds,0.0,0
238,chernyshevskiy,RU,2021-08-15 19:21:49,63.0128,112.4714,54.3,98,100,8.48,light rain,0.0,0
239,dhidhdhoo,MV,2021-08-15 19:21:49,6.8833,73.1,82.13,76,98,15.84,overcast clouds,0.0,0
240,linhares,BR,2021-08-15 19:17:45,-19.3911,-40.0722,75.94,62,81,9.93,broken clouds,0.0,0
241,acapulco,MX,2021-08-15 19:17:34,16.8634,-99.8901,89.42,70,75,3.44,broken clouds,0.0,0
242,san patricio,US,2021-08-15 19:21:50,28.017,-97.5169,95.09,40,17,8.3,few clouds,0.0,0
243,dongsheng,CN,2021-08-15 19:21:50,39.8161,109.9776,67.35,55,0,8.28,clear sky,0.0,0
244,thinadhoo,MV,2021-08-15 19:21:50,0.5333,72.9333,82.63,73,100,15.61,overcast clouds,0.0,0
245,swakopmund,NA,2021-08-15 19:21:51,-22.6833,14.5333,55.98,90,57,1.01,broken clouds,0.0,0
246,pangody,RU,2021-08-15 19:21:51,65.85,74.4859,54.03,79,100,12.59,overcast clouds,0.0,0
247,auki,SB,2021-08-15 19:21:51,-8.7676,160.7034,76.82,89,92,4.92,overcast clouds,0.0,0
248,sungairaya,ID,2021-08-15 19:21:52,0.7,108.9,76.46,88,92,2.01,overcast clouds,0.0,0
249,zyryanka,RU,2021-08-15 19:21:52,65.75,150.85,48.92,63,100,4.45,overcast clouds,0.0,0
250,esperance,AU,2021-08-15 19:21:52,-33.8667,121.9,49.32,88,0,8.3,clear sky,0.0,0
251,dunda,TZ,2021-08-15 19:21:53,-8.1167,34.25,65.23,58,77,2.35,broken clouds,0.0,0
252,soyo,AO,2021-08-15 19:21:53,-6.1349,12.3689,73.06,90,42,11.34,scattered clouds,0.0,0
253,souillac,MU,2021-08-15 19:21:53,-20.5167,57.5167,68.38,73,40,12.66,light rain,0.0,0
254,payakumbuh,ID,2021-08-15 19:21:54,-0.2202,100.6308,69.57,98,78,2.21,light rain,0.0,0
255,sao pedro do sul,BR,2021-08-15 19:21:54,-29.6206,-54.1789,70.45,50,100,5.03,overcast clouds,0.0,0
256,morro bay,US,2021-08-15 19:21:54,35.3658,-120.8499,98.58,48,24,7.0,few clouds,0.0,0
257,waddan,LY,2021-08-15 19:21:55,29.1614,16.139,87.31,24,0,9.78,clear sky,0.0,0
258,chester,US,2021-08-15 19:21:55,40.1254,-75.8749,85.39,53,1,1.01,clear sky,0.0,0
259,nueva italia de ruiz,MX,2021-08-15 19:21:55,19.0167,-102.1,91.04,56,10,2.64,clear sky,0.0,0
260,namibe,AO,2021-08-15 19:21:56,-15.1961,12.1522,66.6,92,16,7.34,few clouds,0.0,0
261,strathpeffer,GB,2021-08-15 19:21:56,57.588,-4.5382,57.11,83,100,7.23,overcast clouds,0.0,0
262,hokitika,NZ,2021-08-15 19:21:56,-42.7167,170.9667,48.79,84,89,1.92,overcast clouds,0.0,0
263,jieznas,LT,2021-08-15 19:21:56,54.6,24.1667,60.66,84,6,4.52,clear sky,0.0,0
264,halifax,CA,2021-08-15 19:17:38,44.6453,-63.5724,83.48,49,6,5.01,clear sky,0.0,0
265,thiruvananthapuram,IN,2021-08-15 19:21:57,8.4833,76.9167,78.78,89,40,2.3,mist,0.0,0
266,dubrovnik,HR,2021-08-15 19:21:57,42.6481,18.0922,83.84,44,0,1.14,clear sky,0.0,0
267,buala,SB,2021-08-15 19:21:58,-8.145,159.5921,79.86,82,79,7.54,light rain,0.0,0
268,altay,CN,2021-08-15 19:21:58,47.8667,88.1167,59.38,65,70,5.53,broken clouds,0.0,0
269,eyl,SO,2021-08-15 19:21:58,7.9803,49.8164,77.92,77,3,23.09,clear sky,0.0,0
270,portland,US,2021-08-15 19:19:49,45.5234,-122.6762,92.44,49,20,1.99,few clouds,0.0,0
271,urumqi,CN,2021-08-15 19:21:59,43.801,87.6005,63.55,77,20,0.0,few clouds,0.0,0
272,hualmay,PE,2021-08-15 19:21:59,-11.0964,-77.6139,67.05,70,61,11.52,broken clouds,0.0,0
273,krasnoselkup,RU,2021-08-15 19:21:59,65.7,82.4667,53.74,86,8,12.8,clear sky,0.0,0
274,aksu,CN,2021-08-15 19:22:00,41.1231,80.2644,68.25,41,19,7.31,few clouds,0.0,0
275,agadir,MA,2021-08-15 19:22:00,30.4202,-9.5982,77.45,31,56,7.31,broken clouds,0.0,0
276,yambio,SS,2021-08-15 19:22:00,4.5721,28.3955,67.32,92,100,3.91,overcast clouds,0.0,0
277,iqaluit,CA,2021-08-15 19:22:01,63.7506,-68.5145,44.33,87,90,4.61,overcast clouds,0.0,0
278,vostok,RU,2021-08-15 19:22:01,46.4856,135.8833,54.41,94,67,3.18,broken clouds,0.0,0
279,aitape,PG,2021-08-15 19:22:02,-3.1374,142.3475,77.32,84,7,4.7,clear sky,0.0,0
280,pendleton,US,2021-08-15 19:21:45,45.6721,-118.7886,100.8,20,1,1.01,clear sky,0.0,0
281,andrews,US,2021-08-15 19:22:02,32.3187,-102.5457,81.0,61,90,8.05,overcast clouds,0.0,0
282,kingman,US,2021-08-15 19:22:02,35.1894,-114.053,94.03,38,1,11.5,clear sky,0.0,0
283,mareeba,AU,2021-08-15 19:22:03,-17.0,145.4333,65.12,92,20,2.68,few clouds,0.0,0
284,terrace,CA,2021-08-15 19:22:03,54.5163,-128.6035,64.42,88,75,10.36,light intensity shower rain,0.0,0
285,the valley,AI,2021-08-15 19:22:04,18.217,-63.0578,85.86,89,75,14.97,broken clouds,0.0,0
286,roald,NO,2021-08-15 19:22:04,62.5833,6.1333,59.16,82,75,1.14,broken clouds,0.0,0
287,salalah,OM,2021-08-15 19:22:04,17.0151,54.0924,77.09,94,90,4.61,overcast clouds,0.0,0
288,ulaangom,MN,2021-08-15 19:22:04,49.9811,92.0667,59.95,71,100,5.01,overcast clouds,0.0,0
289,ambulu,ID,2021-08-15 19:22:05,-8.345,113.6058,72.66,89,6,3.42,clear sky,0.0,0
290,tuktoyaktuk,CA,2021-08-15 19:22:05,69.4541,-133.0374,53.6,66,90,16.11,overcast clouds,0.0,0
291,apastovo,RU,2021-08-15 19:22:05,55.2029,48.5109,66.51,65,12,4.72,few clouds,0.0,0
292,rio grande,BR,2021-08-15 19:22:06,-32.035,-52.0986,59.11,74,11,5.32,few clouds,0.0,0
293,spornoye,RU,2021-08-15 19:22:06,50.8448,37.2913,75.22,48,97,4.27,overcast clouds,0.0,0
294,kensington,AU,2021-08-15 19:22:06,-33.9167,151.2167,51.75,63,0,8.05,clear sky,0.0,0
295,solvychegodsk,RU,2021-08-15 19:22:07,61.3305,46.9156,64.36,75,100,7.74,light rain,0.0,0
296,aykhal,RU,2021-08-15 19:22:07,66.0,111.5,50.63,87,100,4.0,overcast clouds,0.0,0
297,hambantota,LK,2021-08-15 19:22:07,6.1241,81.1185,78.85,81,100,19.04,overcast clouds,0.0,0
298,naze,JP,2021-08-15 19:22:08,28.3667,129.4833,78.03,86,100,11.32,overcast clouds,0.0,0
299,maniitsoq,GL,2021-08-15 19:22:08,65.4167,-52.9,45.27,97,100,2.51,overcast clouds,0.0,0
300,marshall,US,2021-08-15 19:22:08,34.3834,-86.3333,88.57,72,40,1.01,scattered clouds,0.0,0
301,parole,US,2021-08-15 19:22:09,38.9796,-76.5305,85.42,58,75,1.01,broken clouds,0.0,0
302,itarema,BR,2021-08-15 19:22:09,-2.9248,-39.9167,84.06,62,7,14.83,clear sky,0.0,0
303,yumen,CN,2021-08-15 19:22:09,40.2833,97.2,76.59,28,8,18.7,clear sky,0.0,0
304,sorong,ID,2021-08-15 19:22:10,-0.8833,131.25,76.82,85,100,2.55,overcast clouds,0.0,0
305,san quintin,MX,2021-08-15 19:22:10,30.4833,-115.95,76.28,70,0,12.44,clear sky,0.0,0
306,kotelnikovo,RU,2021-08-15 19:22:10,47.6317,43.1461,77.56,66,100,5.08,overcast clouds,0.0,0
307,talaya,RU,2021-08-15 19:22:11,61.3833,152.75,51.58,81,22,2.75,few clouds,0.0,0
308,cidreira,BR,2021-08-15 19:22:11,-30.1811,-50.2056,62.24,83,27,5.48,scattered clouds,0.0,0
309,camacha,PT,2021-08-15 19:22:11,33.0833,-16.3333,79.56,78,40,16.11,scattered clouds,0.0,0
310,saint anthony,US,2021-08-15 19:22:12,45.0205,-93.218,87.94,35,1,5.01,clear sky,0.0,0
311,elliot lake,CA,2021-08-15 19:22:12,46.3834,-82.6331,71.69,49,37,10.98,scattered clouds,0.0,0
312,svetlogorsk,BY,2021-08-15 19:22:12,52.6333,29.7333,68.2,80,43,4.85,scattered clouds,0.0,0
313,laguna,US,2021-08-15 19:22:13,38.421,-121.4238,96.87,42,1,5.75,haze,0.0,0
314,krasnovishersk,RU,2021-08-15 19:22:13,60.4078,57.082,57.94,86,100,4.36,overcast clouds,0.0,0
315,brae,GB,2021-08-15 19:22:13,60.3964,-1.353,50.97,74,100,15.97,overcast clouds,0.0,0
316,ixtapa,MX,2021-08-15 19:22:14,20.7,-105.2,88.23,66,1,8.05,clear sky,0.0,0
317,davila,PH,2021-08-15 19:22:14,18.4726,120.5763,81.07,79,34,10.54,scattered clouds,0.0,0
318,warri,NG,2021-08-15 19:18:45,5.5167,5.75,77.77,80,100,6.76,overcast clouds,0.0,0
319,russell,US,2021-08-15 19:22:14,32.3502,-85.1999,88.88,64,75,8.05,broken clouds,0.0,0
320,invercargill,NZ,2021-08-15 19:22:15,-46.4,168.35,53.02,63,96,14.0,overcast clouds,0.0,0
321,coihaique,CL,2021-08-15 19:22:15,-45.5752,-72.0662,45.21,70,90,3.44,overcast clouds,0.0,0
322,porto torres,IT,2021-08-15 19:22:15,40.835,8.3972,82.58,60,6,3.69,clear sky,0.0,0
323,riyadh,SA,2021-08-15 19:21:28,24.6877,46.7219,95.14,14,12,8.19,few clouds,0.0,0
324,ust-omchug,RU,2021-08-15 19:22:16,61.15,149.6333,56.86,89,100,5.88,overcast clouds,0.0,0
325,ontario,US,2021-08-15 19:22:16,34.0633,-117.6509,107.87,35,40,1.99,scattered clouds,0.0,0
326,nicoya,CR,2021-08-15 19:22:17,10.1483,-85.452,87.35,77,78,4.23,broken clouds,0.0,0
327,goderich,CA,2021-08-15 19:22:17,43.7501,-81.7165,75.2,60,0,8.05,clear sky,0.0,0
328,le mans,FR,2021-08-15 19:19:07,48.0,0.2,71.53,60,75,9.22,broken clouds,0.0,0
329,karratha,AU,2021-08-15 19:22:18,-20.7377,116.8463,72.75,55,69,13.51,broken clouds,0.0,0
330,sur,OM,2021-08-15 19:22:18,22.5667,59.5289,87.48,59,12,10.07,few clouds,0.0,0
331,urucara,BR,2021-08-15 19:22:18,-2.5364,-57.76,84.72,68,100,0.89,overcast clouds,0.0,0
332,rurrenabaque,BO,2021-08-15 19:22:18,-14.4413,-67.5278,93.16,28,25,4.61,scattered clouds,0.0,0
333,quatre cocos,MU,2021-08-15 19:22:19,-20.2078,57.7625,68.11,67,100,14.43,overcast clouds,0.0,0
334,dogondoutchi,NE,2021-08-15 19:22:19,13.6393,4.0287,85.06,60,67,10.02,broken clouds,0.0,0
335,rogers,US,2021-08-15 19:22:19,36.3668,-95.5836,91.96,54,40,0.0,scattered clouds,0.0,0
336,yasnyy,RU,2021-08-15 19:22:20,51.0333,59.8742,71.35,24,19,3.83,few clouds,0.0,0
337,piripiri,BR,2021-08-15 19:22:20,-4.2733,-41.7769,99.03,18,7,4.76,clear sky,0.0,0
338,chokurdakh,RU,2021-08-15 19:22:20,70.6333,147.9167,39.27,77,82,9.8,broken clouds,0.0,0
339,melo,UY,2021-08-15 19:22:21,-32.3667,-54.1833,64.8,56,26,2.59,scattered clouds,0.0,0
340,dunedin,NZ,2021-08-15 19:22:21,-45.8742,170.5036,51.8,44,55,7.0,broken clouds,0.0,0
341,hay river,CA,2021-08-15 19:22:21,60.8156,-115.7999,60.78,77,75,10.36,broken clouds,0.0,0
342,avera,US,2021-08-15 19:22:22,33.194,-82.5271,89.71,57,100,7.83,overcast clouds,0.0,0
343,quelimane,MZ,2021-08-15 19:22:22,-17.8786,36.8883,69.75,83,40,5.75,scattered clouds,0.0,0
344,fort nelson,CA,2021-08-15 19:17:50,58.8053,-122.7002,62.19,67,75,3.44,light rain,0.0,0
345,port blair,IN,2021-08-15 19:22:22,11.6667,92.75,79.11,89,100,14.85,moderate rain,0.0,0
346,dingle,PH,2021-08-15 19:22:23,10.9995,122.6711,75.92,88,100,4.97,light rain,0.0,0
347,olafsvik,IS,2021-08-15 19:22:23,64.8945,-23.7142,53.8,88,100,12.55,overcast clouds,0.0,0
348,high rock,BS,2021-08-15 19:22:23,26.6208,-78.2833,89.62,73,100,16.15,overcast clouds,0.0,0
349,sauteurs,GD,2021-08-15 19:22:24,12.2167,-61.6333,84.9,73,98,9.08,overcast clouds,0.0,0
350,prince rupert,CA,2021-08-15 19:20:50,54.3161,-130.3201,59.09,77,40,5.75,light rain,0.0,0
351,maragogi,BR,2021-08-15 19:20:26,-9.0122,-35.2225,76.59,72,70,11.9,broken clouds,0.0,0
352,pizarro,CO,2021-08-15 19:22:24,4.9533,-77.366,82.0,74,90,7.85,light rain,0.0,0
353,montes altos,BR,2021-08-15 19:22:25,-5.8333,-47.0667,95.49,14,5,3.83,clear sky,0.0,0
354,porto velho,BR,2021-08-15 19:22:25,-8.7619,-63.9039,95.05,29,40,3.44,scattered clouds,0.0,0
355,san jeronimo,PE,2021-08-15 19:22:25,-11.9472,-75.2829,62.02,45,93,10.83,overcast clouds,0.0,0
356,coquimbo,CL,2021-08-15 19:22:26,-29.9533,-71.3436,58.73,67,40,10.36,scattered clouds,0.0,0
357,lima,PE,2021-08-15 19:19:07,-12.0432,-77.0282,62.85,77,90,13.8,overcast clouds,0.0,0
358,shanghai,CN,2021-08-15 19:22:26,31.2222,121.4581,77.94,95,75,1.99,mist,0.0,0
359,cabo san lucas,MX,2021-08-15 19:22:26,22.8909,-109.9124,97.52,55,1,11.5,clear sky,0.0,0
360,catuday,PH,2021-08-15 19:22:27,16.2923,119.8062,78.31,82,97,4.7,overcast clouds,0.0,0
361,arlit,NE,2021-08-15 19:22:27,18.7369,7.3853,89.1,38,92,28.9,overcast clouds,0.0,0
362,tazovskiy,RU,2021-08-15 19:22:27,67.4667,78.7,48.36,89,93,18.32,overcast clouds,0.0,0
363,sinnamary,GF,2021-08-15 19:22:28,5.3833,-52.95,76.5,83,98,9.42,overcast clouds,0.0,0
364,miandrivazo,MG,2021-08-15 19:22:28,-19.5167,45.4667,71.78,70,0,3.31,clear sky,0.0,0
365,vanimo,PG,2021-08-15 19:22:28,-2.6741,141.3028,76.46,90,75,5.01,broken clouds,0.0,0
366,tateyama,JP,2021-08-15 19:22:28,34.9833,139.8667,68.02,91,100,14.07,overcast clouds,0.0,0
367,pisco,PE,2021-08-15 19:22:29,-13.7,-76.2167,66.02,77,0,10.36,clear sky,0.0,0
368,vestmanna,FO,2021-08-15 19:22:29,62.1564,-7.1664,47.32,81,75,9.22,broken clouds,0.0,0
369,bilma,NE,2021-08-15 19:22:29,18.6853,12.9164,97.5,24,52,7.52,broken clouds,0.0,0
370,kavieng,PG,2021-08-15 19:22:30,-2.5744,150.7967,81.36,78,97,10.69,light rain,0.0,0
371,homer,US,2021-08-15 19:22:30,59.6425,-151.5483,55.29,79,1,9.22,clear sky,0.0,0
372,seybaplaya,MX,2021-08-15 19:22:30,19.65,-90.6667,89.06,61,19,11.21,few clouds,0.0,0
373,anadyr,RU,2021-08-15 19:22:31,64.75,177.4833,45.1,87,0,4.47,clear sky,0.0,0
374,bac lieu,VN,2021-08-15 19:22:31,9.285,105.7244,77.5,87,96,4.56,overcast clouds,0.0,0
375,sao jose da coroa grande,BR,2021-08-15 19:22:31,-8.8978,-35.1478,77.05,70,71,12.3,broken clouds,0.0,0
